NameToDisplay,Size,Brand,Marketing Group,Category,Stock(Unit1),SaleRate,MRP,Sale Rate Value,Product,Stock(Unit2),Stock,StockUnit,Unit1,Unit2,Stock Value,IsVirtual,Status,ProdConv1,SellLoose,StockLocation,Rate
A-Zone 1826 ,6,A-zone,BABA KIDS WEAR,Coat Suit <>,1.0,2690.0,2690.0,2690.0,1826,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
A-Zone 1826 ,7,A-zone,BABA KIDS WEAR,Coat Suit <>,1.0,2790.0,2790.0,2790.0,1826,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
A-Zone 1917 ,6,A-zone,BABA KIDS WEAR,Coat Suit <>,1.0,2290.0,2290.0,2290.0,1917,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
A-Zone 1917 ,3,A-zone,BABA KIDS WEAR,Coat Suit <>,1.0,1890.0,1890.0,1890.0,1917,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
A-Zone 4141 ,4,A-zone,BABA KIDS WEAR,Jodhpuri Suit <>,1.0,1880.0,1880.0,1880.0,4141,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
A-Zone 4141 ,5,A-zone,BABA KIDS WEAR,Jodhpuri Suit <>,1.0,1980.0,1980.0,1980.0,4141,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
A-Zone 4141 ,6,A-zone,BABA KIDS WEAR,Jodhpuri Suit <>,1.0,2180.0,2180.0,2180.0,4141,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
A-Zone 4151-Black ,4,A-zone,BABA KIDS WEAR,Coat Suit <>,1.0,2540.0,2540.0,2540.0,4151-Black,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
A-Zone 4151-Black ,4,A-zone,BABA KIDS WEAR,Coat Suit <>,1.0,2540.0,2540.0,2540.0,4151-Black,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
A-Zone 4151-Black ,7,A-zone,BABA KIDS WEAR,Coat Suit <>,1.0,2960.0,2960.0,2960.0,4151-Black,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
A-Zone 4151-Black ,6,A-zone,BABA KIDS WEAR,Coat Suit <>,1.0,2860.0,2860.0,2860.0,4151-Black,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 1052(lax) ,26,B.k,GIRLS KIDS WEAR,TOP<,1.0,525.0,730.0,525.0,1052(lax),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 1052(lax) ,36,B.k,GIRLS KIDS WEAR,TOP<,1.0,625.0,730.0,625.0,1052(lax),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 1052(lax) ,28,B.k,GIRLS KIDS WEAR,TOP<,1.0,545.0,730.0,545.0,1052(lax),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 1523 ,36,B.k,GIRLS KIDS WEAR,TOP<,2.0,570.0,570.0,1140.0,1523,2.0,2.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 1523 ,24,B.k,GIRLS KIDS WEAR,TOP<,1.0,450.0,450.0,450.0,1523,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 1523 ,26,B.k,GIRLS KIDS WEAR,TOP<,2.0,470.0,470.0,940.0,1523,2.0,2.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 1523 ,28,B.k,GIRLS KIDS WEAR,TOP<,1.0,490.0,490.0,490.0,1523,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 1523 ,32,B.k,GIRLS KIDS WEAR,TOP<,2.0,530.0,530.0,1060.0,1523,2.0,2.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 1523 ,30,B.k,GIRLS KIDS WEAR,TOP<,2.0,510.0,510.0,1020.0,1523,2.0,2.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 15556(sg) ,40,B.k,GIRLS KIDS WEAR,Jegging<,2.0,510.0,510.0,1020.0,15556(sg),2.0,2.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 15556(sg) ,38,B.k,GIRLS KIDS WEAR,Jegging<,2.0,490.0,490.0,980.0,15556(sg),2.0,2.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 15556(sg) ,22,B.k,GIRLS KIDS WEAR,Jegging<,1.0,330.0,330.0,330.0,15556(sg),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 15556(sg) ,24,B.k,GIRLS KIDS WEAR,Jegging<,1.0,350.0,350.0,350.0,15556(sg),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 15556(sg) ,36,B.k,GIRLS KIDS WEAR,Jegging<,1.0,470.0,470.0,470.0,15556(sg),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 1709(lax) ,30,B.k,GIRLS KIDS WEAR,TOP<,1.0,475.0,475.0,475.0,1709(lax),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 1709(lax) ,24,B.k,GIRLS KIDS WEAR,TOP<,1.0,415.0,415.0,415.0,1709(lax),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 1796(lax) ,28,B.k,GIRLS KIDS WEAR,TOP<,1.0,430.0,430.0,430.0,1796(lax),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 1797(lax) ,26,B.k,GIRLS KIDS WEAR,TOP<,1.0,395.0,395.0,395.0,1797(lax),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 2203(sg) ,24,B.k,GIRLS KIDS WEAR,Jeans-Straight Fit<,1.0,665.0,665.0,665.0,2203(sg),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 2203(sg) ,22,B.k,GIRLS KIDS WEAR,Jeans-Straight Fit<,1.0,645.0,645.0,645.0,2203(sg),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 2312(lax) ,28,B.k,GIRLS KIDS WEAR,coord set ,2.0,535.0,535.0,1070.0,2312(lax),2.0,2.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 2312(lax) ,34,B.k,GIRLS KIDS WEAR,coord set ,1.0,595.0,595.0,595.0,2312(lax),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 2312(lax) ,26,B.k,GIRLS KIDS WEAR,coord set ,1.0,515.0,515.0,515.0,2312(lax),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 2312(lax) ,36,B.k,GIRLS KIDS WEAR,coord set ,1.0,615.0,615.0,615.0,2312(lax),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 2312(lax) ,32,B.k,GIRLS KIDS WEAR,coord set ,1.0,575.0,575.0,575.0,2312(lax),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 2312(lax) ,24,B.k,GIRLS KIDS WEAR,coord set ,2.0,495.0,495.0,990.0,2312(lax),2.0,2.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 2330(sga) ,38,B.k,GIRLS KIDS WEAR,TOP<,2.0,305.0,305.0,610.0,2330(sga),2.0,2.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 2370(sga) ,36,B.k,GIRLS KIDS WEAR,TOP<,1.0,280.0,280.0,280.0,2370(sga),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 2481(LAX) ,30,B.k,GIRLS KIDS WEAR,TOP<,1.0,405.0,405.0,405.0,2481(LAX),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 2481(LAX) ,32,B.k,GIRLS KIDS WEAR,TOP<,1.0,425.0,425.0,425.0,2481(LAX),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 2481(LAX) ,28,B.k,GIRLS KIDS WEAR,TOP<,1.0,385.0,385.0,385.0,2481(LAX),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 2481(LAX) ,24,B.k,GIRLS KIDS WEAR,TOP<,1.0,345.0,345.0,345.0,2481(LAX),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 2481(LAX) ,34,B.k,GIRLS KIDS WEAR,TOP<,1.0,445.0,445.0,445.0,2481(LAX),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 2481(LAX) ,36,B.k,GIRLS KIDS WEAR,TOP<,1.0,465.0,465.0,465.0,2481(LAX),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 2481(LAX) ,26,B.k,GIRLS KIDS WEAR,TOP<,2.0,365.0,365.0,730.0,2481(LAX),2.0,2.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 2485(lax) ,26,B.k,GIRLS KIDS WEAR,Top-Crop <,1.0,325.0,460.0,325.0,2485(lax),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 3801(sg) ,40,B.k,GIRLS KIDS WEAR,Jegging<,1.0,640.0,640.0,640.0,3801(sg),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 3801(sg) ,24,B.k,GIRLS KIDS WEAR,Jegging<,1.0,480.0,480.0,480.0,3801(sg),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 3802(sg) ,24,B.k,GIRLS KIDS WEAR,Capri-Denim <,2.0,410.0,410.0,820.0,3802(sg),2.0,2.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 3802(sg) ,34,B.k,GIRLS KIDS WEAR,Capri-Denim <,1.0,510.0,510.0,510.0,3802(sg),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 3802(sg) ,22,B.k,GIRLS KIDS WEAR,Capri-Denim <,4.0,390.0,390.0,1560.0,3802(sg),4.0,4.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 3802(sg) ,26,B.k,GIRLS KIDS WEAR,Capri-Denim <,1.0,430.0,430.0,430.0,3802(sg),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 3803(sg) ,22,B.k,GIRLS KIDS WEAR,Shorts-Denim <,1.0,350.0,350.0,350.0,3803(sg),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 3803(sg) ,34,B.k,GIRLS KIDS WEAR,Shorts-Denim <,3.0,470.0,470.0,1410.0,3803(sg),3.0,3.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 3803(sg) ,26,B.k,GIRLS KIDS WEAR,Shorts-Denim <,2.0,390.0,390.0,780.0,3803(sg),2.0,2.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 3803(sg) ,32,B.k,GIRLS KIDS WEAR,Shorts-Denim <,1.0,450.0,450.0,450.0,3803(sg),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 3803(sg) ,40,B.k,GIRLS KIDS WEAR,Shorts-Denim <,3.0,530.0,530.0,1590.0,3803(sg),3.0,3.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 3803(sg) ,24,B.k,GIRLS KIDS WEAR,Shorts-Denim <,2.0,370.0,370.0,740.0,3803(sg),2.0,2.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 3803(sg) ,30,B.k,GIRLS KIDS WEAR,Shorts-Denim <,1.0,430.0,430.0,430.0,3803(sg),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 3803(sg) ,36,B.k,GIRLS KIDS WEAR,Shorts-Denim <,2.0,490.0,490.0,980.0,3803(sg),2.0,2.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 3803(sg) ,28,B.k,GIRLS KIDS WEAR,Shorts-Denim <,2.0,410.0,410.0,820.0,3803(sg),2.0,2.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 3803(sg) ,38,B.k,GIRLS KIDS WEAR,Shorts-Denim <,1.0,510.0,510.0,510.0,3803(sg),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 560(sga ,26,B.k,GIRLS KIDS WEAR,TOP<,1.0,170.0,170.0,170.0,560(sga,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 602(lax) ,38,B.k,GIRLS KIDS WEAR,Top-Crop <,1.0,585.0,750.0,585.0,602(lax),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 602(lax) ,30,B.k,GIRLS KIDS WEAR,Top-Crop <,1.0,525.0,680.0,525.0,602(lax),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 769(lax) ,28,B.k,GIRLS KIDS WEAR,Plazo-Set<,1.0,895.0,1190.0,895.0,769(lax),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 769(lax) ,30,B.k,GIRLS KIDS WEAR,Plazo-Set<,1.0,915.0,1190.0,915.0,769(lax),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 769(lax) ,34,B.k,GIRLS KIDS WEAR,Plazo-Set<,1.0,955.0,1190.0,955.0,769(lax),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 769(lax) ,36,B.k,GIRLS KIDS WEAR,Plazo-Set<,1.0,975.0,1190.0,975.0,769(lax),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 769(lax) ,32,B.k,GIRLS KIDS WEAR,Plazo-Set<,1.0,935.0,1190.0,935.0,769(lax),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 769(lax) ,26,B.k,GIRLS KIDS WEAR,Plazo-Set<,2.0,875.0,1190.0,1750.0,769(lax),2.0,2.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 769(lax) ,24,B.k,GIRLS KIDS WEAR,Plazo-Set<,2.0,855.0,1190.0,1710.0,769(lax),2.0,2.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 905(lax) ,24,B.k,GIRLS KIDS WEAR,TOP<,1.0,530.0,760.0,530.0,905(lax),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 905(lax) ,34,B.k,GIRLS KIDS WEAR,TOP<,2.0,630.0,760.0,1260.0,905(lax),2.0,2.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 905(lax) ,30,B.k,GIRLS KIDS WEAR,TOP<,2.0,590.0,760.0,1180.0,905(lax),2.0,2.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 905(lax) ,32,B.k,GIRLS KIDS WEAR,TOP<,2.0,610.0,760.0,1220.0,905(lax),2.0,2.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 905(lax) ,36,B.k,GIRLS KIDS WEAR,TOP<,1.0,650.0,760.0,650.0,905(lax),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K 905(lax) ,26,B.k,GIRLS KIDS WEAR,TOP<,2.0,550.0,760.0,1100.0,905(lax),2.0,2.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K Bd5(lax) ,30,B.k,GIRLS KIDS WEAR,Top-Crop <,1.0,365.0,365.0,365.0,Bd5(lax),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K Bd5(lax) ,26,B.k,GIRLS KIDS WEAR,Top-Crop <,1.0,345.0,345.0,345.0,Bd5(lax),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K Bd5(lax) ,28,B.k,GIRLS KIDS WEAR,Top-Crop <,1.0,355.0,355.0,355.0,Bd5(lax),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K C95(lax) ,32,B.k,GIRLS KIDS WEAR,TOP<,1.0,615.0,615.0,615.0,C95(lax),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K C95(lax) ,24,B.k,GIRLS KIDS WEAR,TOP<,1.0,535.0,535.0,535.0,C95(lax),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B.K CGo(lax) ,32,B.k,GIRLS KIDS WEAR,TOP<,1.0,575.0,575.0,575.0,CGo(lax),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B2 041122 ,8,B2,BABA KIDS WEAR,Shorts-Denim <,1.0,815.0,815.0,815.0,041122,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B2 041122 ,10,B2,BABA KIDS WEAR,Shorts-Denim <,1.0,835.0,835.0,835.0,041122,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B2 101122 ,24,B2,BABA KIDS WEAR,JEANS<,1.0,690.0,690.0,690.0,101122,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B2 101122 ,22,B2,BABA KIDS WEAR,JEANS<,1.0,670.0,670.0,670.0,101122,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B2 140921 ,40,B2,BABA KIDS WEAR,JEANS<,1.0,785.0,785.0,785.0,140921,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B2 21122 ,8,B2,BABA KIDS WEAR,Shorts-Denim <,1.0,575.0,575.0,575.0,21122,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B2 21122 ,6,B2,BABA KIDS WEAR,Shorts-Denim <,1.0,555.0,555.0,555.0,21122,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B2 21122 ,14,B2,BABA KIDS WEAR,Shorts-Denim <,1.0,635.0,635.0,635.0,21122,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B29 4456(lax) ,free,B29,GIRLS WEAR,Middy Frock<>,1.0,1195.0,1195.0,1195.0,4456(lax),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B29 4505(lax) ,XXL,B29,GIRLS WEAR,Middy Frock<>,2.0,1285.0,1285.0,2570.0,4505(lax),2.0,2.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B29 4518(lax) ,free,B29,GIRLS WEAR,Top-Crop <,1.0,835.0,835.0,835.0,4518(lax),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
B29 4539(lax) ,XXL,B29,GIRLS WEAR,Middy Frock,2.0,1495.0,1495.0,2990.0,4539(lax),2.0,2.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Baba 5153(SM) 28/30/32/34/36/38,32,Baba,GIRLS KIDS WEAR,Frock-Long <,1.0,1770.0,1770.0,1770.0,5153(SM),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Baba 5153(SM) 28/30/32/34/36/38,30,Baba,GIRLS KIDS WEAR,Frock-Long <,1.0,1720.0,1720.0,1720.0,5153(SM),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
BABA App. 15/5 ,34,Baba app.,GIRLS KIDS WEAR,Top-S/L ,1.0,190.0,190.0,190.0,15/5,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
BABA App. 15/5 ,38,Baba app.,GIRLS KIDS WEAR,Top-S/L ,1.0,210.0,210.0,210.0,15/5,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
BABA App. 16/7 ,L,Baba app.,GIRLS WEAR,Top-Shirt<,1.0,465.0,465.0,465.0,16/7,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
BABA App. 29 24/26/28/30/32/34/36,28,Baba app.,GIRLS KIDS WEAR,TOP<,1.0,345.0,345.0,345.0,29,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
BABA App. 658 24/26/28/30/32/34/36,28,Baba app.,GIRLS KIDS WEAR,TOP<,1.0,535.0,535.0,535.0,658,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
BABA App. 658 24/26/28/30/32/34/36,30,Baba app.,GIRLS KIDS WEAR,TOP<,1.0,550.0,550.0,550.0,658,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Babes 1109(AJ) ,22,Babes,Baby Woolen Wear,Jacket<>,1.0,1275.0,1275.0,1275.0,1109(AJ),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Babe's Studio 755 ,22,Babe's studio,GIRLS KIDS WEAR,Frock >,1.0,1875.0,1875.0,1875.0,755,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Babies 1008 16/18/20/22,16,Babies,GIRLS KIDS WEAR,Frock<,1.0,1180.0,1180.0,1180.0,1008,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Babies 2612 ,20,Babies,GIRLS KIDS WEAR,Frock<>,1.0,1595.0,1595.0,1595.0,2612,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Babies 2612 ,16,Babies,GIRLS KIDS WEAR,Frock<>,1.0,1495.0,1495.0,1495.0,2612,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Babies 2612 ,22,Babies,GIRLS KIDS WEAR,Frock<>,1.0,1645.0,1645.0,1645.0,2612,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Babies 2612 ,18,Babies,GIRLS KIDS WEAR,Frock<>,1.0,1545.0,1545.0,1545.0,2612,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Babies 2614 ,26,Babies,GIRLS KIDS WEAR,Frock<>,1.0,1830.0,1830.0,1830.0,2614,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Babies 2676 ,12,Babies,GIRLS KIDS WEAR,Frock<>,1.0,1330.0,1330.0,1330.0,2676,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Babies 2784 ,12,Babies,GIRLS KIDS WEAR,Frock<>,1.0,1400.0,1500.0,1400.0,2784,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Babies 2784 ,14,Babies,GIRLS KIDS WEAR,Frock<>,1.0,1420.0,1520.0,1420.0,2784,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Babies G103 16/18/20/22/24/26/28/30,16,Babies,GIRLS KIDS WEAR,Frock-Long <,1.0,1580.0,1580.0,1580.0,G103,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Babline 707(SV) ,24,Babline,GIRLS KIDS WEAR,Frock<,1.0,575.0,575.0,575.0,707(SV),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Baby Doll 1035(ad) ,34,Baby doll,GIRLS KIDS WEAR,Lancha<>,1.0,2065.0,2065.0,2065.0,1035(ad),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Baby Doll 1035(ad) ,32,Baby doll,GIRLS KIDS WEAR,Lancha<>,1.0,2015.0,2015.0,2015.0,1035(ad),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Baby Doll 2632(IV) ,32,Baby doll,GIRLS KIDS WEAR,Cullotes<>,1.0,1370.0,1370.0,1370.0,2632(IV),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
baby girl 6008 ,34,Baby girl,GIRLS KIDS WEAR,Naira-Set<>,1.0,2035.0,2135.0,2035.0,6008,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
baby girl 6008 ,26,Baby girl,GIRLS KIDS WEAR,Naira-Set<>,1.0,1835.0,1935.0,1835.0,6008,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Baby Love 2491/92(sv) ,14,Baby love,GIRLS KIDS WEAR,Frock-Hosiery <,1.0,149.0,149.0,149.0,2491/92(sv),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
baby Naturelle&me 720/321(gh) ,M,Baby naturelle&me,GIRLS KIDS WEAR,Frock-Hosiery <,1.0,380.0,380.0,380.0,720/321(gh),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
baby Naturelle&me 787/632(gh) ,L,Baby naturelle&me,GIRLS KIDS WEAR,Frock-Hosiery <,2.0,360.0,360.0,720.0,787/632(gh),2.0,2.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
baby Naturelle&me 787/632(gh) ,XL,Baby naturelle&me,GIRLS KIDS WEAR,Frock-Hosiery <,1.0,370.0,370.0,370.0,787/632(gh),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
baby Naturelle&me 787/632(gh) ,M,Baby naturelle&me,GIRLS KIDS WEAR,Frock-Hosiery <,1.0,350.0,350.0,350.0,787/632(gh),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
baby Naturelle&me 793(SS) ,M,Baby naturelle&me,GIRLS KIDS WEAR,Frock-Hosiery <,1.0,250.0,250.0,250.0,793(SS),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
baby Naturelle&me 8027/633(gh) ,M,Baby naturelle&me,GIRLS KIDS WEAR,Frock-Hosiery <,3.0,350.0,350.0,1050.0,8027/633(gh),3.0,3.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
baby Naturelle&me 8027/633(gh) ,XL,Baby naturelle&me,GIRLS KIDS WEAR,Frock-Hosiery <,1.0,370.0,370.0,370.0,8027/633(gh),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
baby Naturelle&me 8027/633(gh) ,L,Baby naturelle&me,GIRLS KIDS WEAR,Frock-Hosiery <,3.0,360.0,360.0,1080.0,8027/633(gh),3.0,3.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
